id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	gtin	mpn	item_group_id	color	size	material	shipping_label
8720828225684	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720828225684	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	420.00 EUR	Boomba Bamboo	new	8720828225684	8720828225684	bamboo-duvet-cover-sage-green-400tc	Sage Green	260x240/220 cm	100% Bamboo (Tanboocel™)	std_9
8720618860309	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720618860309	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	369.00 EUR	Boomba Bamboo	new	8720618860309	8720618860309	bamboo-duvet-cover-sage-green-400tc	Sage Green	240x220 cm	100% Bamboo (Tanboocel™)	std_9
8720618860293	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720618860293	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	318.00 EUR	Boomba Bamboo	new	8720618860293	8720618860293	bamboo-duvet-cover-sage-green-400tc	Sage Green	200x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860286	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720618860286	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	300.00 EUR	Boomba Bamboo	new	8720618860286	8720618860286	bamboo-duvet-cover-sage-green-400tc	Sage Green	200x200 cm	100% Bamboo (Tanboocel™)	std_9
8720828225660	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720828225660	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	336.00 EUR	Boomba Bamboo	new	8720828225660	8720828225660	bamboo-duvet-cover-sage-green-400tc	Sage Green	200x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720618860279	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720618860279	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	258.00 EUR	Boomba Bamboo	new	8720618860279	8720618860279	bamboo-duvet-cover-sage-green-400tc	Sage Green	140x200 cm	100% Bamboo (Tanboocel™)	std_9
8720828225653	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720828225653	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	318.00 EUR	Boomba Bamboo	new	8720828225653	8720828225653	bamboo-duvet-cover-sage-green-400tc	Sage Green	200x200 cm	100% Bamboo (Tanboocel™)	std_9
8720618860316	Housse de couette en bambou, vert sauge, 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans une teinte apaisante de vert sauge — respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-sage-green-400tc?variant_sku=8720618860316	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-1.jpg?v=1786136046	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bamboo-button-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-fabric-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-tuck-in-strip-detail.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-2.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-bedroom-lifestyle-3.jpg?v=1786136046,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-sage-green-packaging.jpg?v=1786136046	in_stock	402.00 EUR	Boomba Bamboo	new	8720618860316	8720618860316	bamboo-duvet-cover-sage-green-400tc	Sage Green	260x240/220 cm	100% Bamboo (Tanboocel™)	std_9
8720648154683	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154683	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	out_of_stock	174.00 EUR	Boomba Bamboo	new	8720648154683	8720648154683	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	200x210 cm	100% Bamboo (Tanboocel™)	std_9
8720648154652	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154652	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	159.00 EUR	Boomba Bamboo	new	8720648154652	8720648154652	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	180x210 cm	100% Bamboo (Tanboocel™)	std_9
8720648154621	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154621	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	144.00 EUR	Boomba Bamboo	new	8720648154621	8720648154621	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	140x200 cm	100% Bamboo (Tanboocel™)	std_9
8720648154676	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154676	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	168.00 EUR	Boomba Bamboo	new	8720648154676	8720648154676	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	200x200 cm	100% Bamboo (Tanboocel™)	std_9
8720648154669	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154669	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	162.00 EUR	Boomba Bamboo	new	8720648154669	8720648154669	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	180x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720648154638	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154638	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	147.00 EUR	Boomba Bamboo	new	8720648154638	8720648154638	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	160x200 cm	100% Bamboo (Tanboocel™)	std_9
8720648154690	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154690	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	in_stock	180.00 EUR	Boomba Bamboo	new	8720648154690	8720648154690	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	200x220/210 cm	100% Bamboo (Tanboocel™)	std_9
8720648154645	Drap-housse en bambou pour surmatelas, couleur taupe clair, 400TC	Un drap-housse haut de gamme 100 % bambou, adapté aux surmatelas d'une épaisseur maximale de 10 cm, disponible en « Soft Taupe » : un tissu Tanboocel™ 400TC au toucher soyeux, respirant et thermorégulateur, pour des nuits fraîches tout au long de l'année.	https://www.maisondecocon.com/fr/products/bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc?variant_sku=8720648154645	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-fit.jpg?v=1786182490	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-seam-detail.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-1.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-fabric-drape-2.jpg?v=1786182117,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-fitted-sheet-mattress-topper-soft-taupe-corner-loose.jpg?v=1786182117	out_of_stock	156.00 EUR	Boomba Bamboo	new	8720648154645	8720648154645	bamboo-fitted-sheet-for-mattress-topper-soft-taupe-400tc	Soft taupe	180x200 cm	100% Bamboo (Tanboocel™)	std_9
6154518089058	Housse de couette en bambou « Lavender Mist » 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans la teinte apaisante « Lavender Mist » : respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-lavender-mist-400tc?variant_sku=6154518089058	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-1.jpg?v=1786136174	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-1.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-3.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-4.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-packaging.jpg?v=1786136174	in_stock	336.00 EUR	Boomba Bamboo	new	6154518089058	6154518089058	bamboo-duvet-cover-lavender-mist-400tc	Lavender Mist	200x220/210 cm	100% Bamboo (Tanboocel™)	std_9
6154516245234	Housse de couette en bambou « Lavender Mist » 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans la teinte apaisante « Lavender Mist » : respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-lavender-mist-400tc?variant_sku=6154516245234	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-1.jpg?v=1786136174	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-1.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-3.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-4.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-packaging.jpg?v=1786136174	in_stock	267.00 EUR	Boomba Bamboo	new	6154516245234	6154516245234	bamboo-duvet-cover-lavender-mist-400tc	Lavender Mist	140x220 cm	100% Bamboo (Tanboocel™)	std_9
6154518158129	Housse de couette en bambou « Lavender Mist » 400TC	Une housse de couette en bambou d'une douceur soyeuse, 400TC, dans la teinte apaisante « Lavender Mist » : respirante, hypoallergénique et disponible avec une fermeture à boutons en bambou ou une bande à rentrer sous le matelas.	https://www.maisondecocon.com/fr/products/bamboo-duvet-cover-lavender-mist-400tc?variant_sku=6154518158129	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-1.jpg?v=1786136174	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-2.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-fabric-detail-1.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-3.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-bedroom-lifestyle-4.jpg?v=1786136174,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-duvet-cover-lavender-mist-packaging.jpg?v=1786136174	in_stock	387.00 EUR	Boomba Bamboo	new	6154518158129	6154518158129	bamboo-duvet-cover-lavender-mist-400tc	Lavender Mist	240x220 cm	100% Bamboo (Tanboocel™)	std_9
